"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"Philippines","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","2",""
"Philippines","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","2",""
"Philippines","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","1",""
"Philippines","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","1",""
"Philippines","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","1",""
"Philippines","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","1",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","143",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","136",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","109",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","134",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","115",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","59",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","24",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","3",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","2",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","2",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","2",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","1",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","1",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","1",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","1",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","1",""
"Portugal","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","1",""
"Puerto Rico","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","22.1",""
"Puerto Rico","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","2","1"
"Puerto Rico","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"Puerto Rico","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","160",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","152",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","129",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","89.3",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","42.5",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","10",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","5.8",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","3",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","1",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0.1",""
"Réunion","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0",""
"Romania","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","761",""
"Romania","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","41",""
"Romania","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1",""
"Romania","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Romania","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0",""
"Romania","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","0",""
"Romania","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.3","1"
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.3","1"
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.25",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.25",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.25",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","0.25",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0.25",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0",""
"Rwanda","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","0",""
"Saudi Arabia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1","1"
"Saudi Arabia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1","1"
"Saudi Arabia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"Saudi Arabia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Slovakia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","124",""
"Slovakia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","105",""
"Slovakia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","108",""
"Slovakia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","2",""
"Slovenia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","6",""
"Slovenia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","5",""
"Slovenia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","2",""
"Slovenia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","1",""
"Slovenia","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","1",""
"Slovenia","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","1",""
"Slovenia","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0",""
"South Africa","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","80","1"
"South Africa","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","13","1"
"South Africa","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","6","1"
"South Africa","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","6","1"
"South Africa","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","6","1"
"South Africa","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","6",""
"South Africa","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","6",""
"South Africa","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","6",""
"South Africa","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","6",""
"South Africa","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","6",""
"South Africa","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","6",""
"South Africa","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","6","1"
"South Africa","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","0",""
"South Sudan","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1","1"
"South Sudan","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1","1"
"Spain","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","7016",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","6646",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","5501",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","4653",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","3770",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","3450",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","750",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","180",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","60",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","37",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","27",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","20",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","16",""
"Spain","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","12",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","9",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","9",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","7",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","7",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","7",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","6",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","5",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","4",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1991","Kilowatts,  thousand","4",""
"Spain","Electricity - net installed capacity of electric power plants public solar","1990","Kilowatts,  thousand","3",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","1.36",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","1.38",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1.38",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0.02",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0.1",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","0.1",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","0.1",""
"Sri Lanka","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","0.1",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.066",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.025",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0",""
"St. Helena and Depend.","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","43",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","24",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","12",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","11",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","9",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","8",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","6",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","5",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","4",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","4",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","4",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","3",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","3",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","3",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","3",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","2",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","2",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","2",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","2",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","1",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","1",""
"Sweden","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","1",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","7",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","4",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","2",""
"T.F.Yug.Rep. Macedonia","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","25.5",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","25.5","1"
"Thailand","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","25.5","1"
"Thailand","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","25.5",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","10",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","2",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","0.7",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","0.7",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","0.7",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","0.8",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","0.1",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","0.1",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","0.2",""
"Thailand","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","0.2",""
"Ukraine","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","319","1"
"Ukraine","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","319",""
"Ukraine","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","148",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","60",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","10",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","10",""
"United Arab Emirates","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0",""
"United States","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","6422",""
"United States","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","3063",""
"United States","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","1465",""
"United States","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","864",""
"United States","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","618",""
"United States","Electricity - net installed capacity of electric power plants public solar","2008","Kilowatts,  thousand","536",""
"United States","Electricity - net installed capacity of electric power plants public solar","2007","Kilowatts,  thousand","502",""
"United States","Electricity - net installed capacity of electric power plants public solar","2006","Kilowatts,  thousand","411",""
"United States","Electricity - net installed capacity of electric power plants public solar","2005","Kilowatts,  thousand","397",""
"United States","Electricity - net installed capacity of electric power plants public solar","2004","Kilowatts,  thousand","397",""
"United States","Electricity - net installed capacity of electric power plants public solar","2003","Kilowatts,  thousand","397",""
"United States","Electricity - net installed capacity of electric power plants public solar","2002","Kilowatts,  thousand","211",""
"United States","Electricity - net installed capacity of electric power plants public solar","2001","Kilowatts,  thousand","252",""
"United States","Electricity - net installed capacity of electric power plants public solar","2000","Kilowatts,  thousand","424",""
"United States","Electricity - net installed capacity of electric power plants public solar","1999","Kilowatts,  thousand","454",""
"United States","Electricity - net installed capacity of electric power plants public solar","1998","Kilowatts,  thousand","5",""
"United States","Electricity - net installed capacity of electric power plants public solar","1997","Kilowatts,  thousand","5",""
"United States","Electricity - net installed capacity of electric power plants public solar","1996","Kilowatts,  thousand","4",""
"United States","Electricity - net installed capacity of electric power plants public solar","1995","Kilowatts,  thousand","4",""
"United States","Electricity - net installed capacity of electric power plants public solar","1994","Kilowatts,  thousand","4",""
"United States","Electricity - net installed capacity of electric power plants public solar","1993","Kilowatts,  thousand","4",""
"United States","Electricity - net installed capacity of electric power plants public solar","1992","Kilowatts,  thousand","3",""
"United States","Electricity - net installed capacity of electric power plants public solar","1991","Kilowatts,  thousand","3",""
"United States","Electricity - net installed capacity of electric power plants public solar","1990","Kilowatts,  thousand","3",""
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.11",""
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.11",""
"Vanuatu","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.07",""
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2013","Kilowatts,  thousand","0.107","1"
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2012","Kilowatts,  thousand","0.107",""
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2011","Kilowatts,  thousand","0.107",""
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2010","Kilowatts,  thousand","0.107",""
"Wallis and Futuna Is.","Electricity - net installed capacity of electric power plants public solar","2009","Kilowatts,  thousand","0.107",""

"fnSeqID","Footnote"
"1","Estimate"
